Yorum,Puan,Tarih,Yıl,Ay
2 adet 500tllik epin aldım kodlar gelmedi musteri hizmetleri telefonu açmıyor tamamen dolandırıcılık,1,2025-01-25 11:37:54,2025,1
SMS gelmior,5,2025-01-25 03:12:51,2025,1
İşinizi düzgün yapın,1,2025-01-25 01:15:49,2025,1
Bunun kadar donan kasan bir uygulama görmedim ne sayfayı yüklüyor ne de yeniliyor tekrar tekrar denememe rağmen öyle kalıyor sadece dünyanın parasını almalarına rağmen hizmet çok kötü,1,2025-01-25 01:05:05,2025,1
fazla bile uygulama sürekli hata veriyor giremiyorum,1,2025-01-25 00:57:16,2025,1
Pişmanlık kullanmak,1,2025-01-25 00:35:21,2025,1
Ughulama 1330 TL parmi çekdi haberim yok nasıl alabilirim şikayet yeri varmi,1,2025-01-24 22:30:18,2025,1
Netlik ödemesini ilave edememek kötü,1,2025-01-24 21:03:55,2025,1
Arkadaşımın hesabında par aksldı atamıyorrr,1,2025-01-24 15:57:05,2025,1
Hesabımda para var ama 1 haftadır hata veriyor kullanamıyorum,1,2025-01-24 14:47:43,2025,1
Benden her ay düzenli para çekilmiş sebebi nesir acaba buda yeni dolandırıcılık yöntemi mi,5,2025-01-24 02:41:22,2025,1
gerçekten iyi bir şekilde yapılmış gerçekten son zamanlarda kendini çok geliştirdi paycell emeği geçen herkesin eline sağlık,4,2025-01-23 18:07:52,2025,1
Aşırı kötü bi uygulama.fiziksel kart ekledikten sonra kartları göstermiyor.sanal kart göstermiyor düzeltin acil😡😡😡😡😡😡😡😡😡,1,2025-01-23 15:00:34,2025,1
Para gönderiyoruz yansıması gerektiği halde yansımayıp mağdur ediyor paycell 5 para etmez finans ekibi ne iş yapıyor acaba,1,2025-01-22 23:46:41,2025,1
Uygulamqda aşırı eksik var. Dekont vermiyor. Kart kaydedince uygulama loading ekraninda donup kalıyor. Ayrıca sayfa geçişlerde aşırı duration var.,2,2025-01-22 17:04:20,2025,1
"Kullanamıyorum. Çünkü beni sürekli giriş yapma sayfasına atıyor, 5 snden uzun kalamadım içerde.",1,2025-01-22 16:29:00,2025,1
"Kimlik Doğrulama ekranında Video Çek adımında sürekli olarak ""Kamera yalnızca senin yüzün görünecek şekilde dene"" uyarısında takılıyor.",3,2025-01-22 16:23:35,2025,1
değeri bilinmeyen bir uygulama,5,2025-01-22 15:27:32,2025,1
Bakiye yükledim ancak hiçbir işlem yapamıyorum ve geri çekemiyorum lütfen yardımcı olurmusunuz.,1,2025-01-22 07:21:00,2025,1
5 yıldız vermemin sebebi yukarda gozukmmesi için gerçekten berbat bir uygula şifremi unuttuğum için şifrem bloke edildi ve müşteri hizmetlerini aradığımda benden şifremi istiyor ve bı turlu onlara ulaşamıyorum kimse kullanmasın berbat,5,2025-01-20 23:33:50,2025,1
5 yıldız vermistim ama düşürdüm dün fatura kesim tarihimdi ben limitimi kullanıyorum zaten kullanın diye bi ton reklam yapiyorya paycell her ay yüksek faturalar ödüyorum ama dün limitim borcumda olmadığı halde üstelik bu ay iki fatura ödedim kesim tarihi değişikliği yaptığım için limitim düşürülmüş şaka gibi limitimi neye istinaden dusurdunuz acaba demekki ödeyen suclumu bu ülkede anlamadım ben,1,2025-01-20 10:50:44,2025,1
Karta yükleme yaptığım hâlde kart bakiyem 24 lira olarak görünüyor,3,2025-01-20 00:40:54,2025,1
Uygulamaya giriş bile yapamıyorum,1,2025-01-19 21:49:06,2025,1
Nasıl saçmalık şifre unuttum eskiden e-posta kod gelirdi şimdi müşteri hizmetleri aramamız gerekiyor arıyoruz sapan saçma sorular çok uzatıyor lar berbat,1,2025-01-19 19:39:49,2025,1
Güzel bir işlem,5,2025-01-19 18:04:23,2025,1
Salla toplada her hafta 100 puandan başka bir şey vermiyorsunuz bu bir ikincisi kampanyalara katılıyorum ama yararlanamıyorum bu da iki üçüncü ve son olarak ta paycellde kupon yada harcamalarda hem sıkıntı yaşıyorum hem de kullanamıyorum hem para bakiyem yeterli hem de hiçbir şekilde yararlanamıyorum ödemede sorun yaşıyorum gerçekten kendinizden nefret ettirdiniz buda üç böyle bir uygulama yapacaktiniz madem kullanamiyorsak neden bu uygulama var kökten kaldırın yeterli,1,2025-01-19 13:27:44,2025,1
Bu uygulamanın salakca gönderdiği bildirimler yüzünden her gün bebeğim uyanıyor.,1,2025-01-19 13:08:54,2025,1
Çok güzel çok 🙏🙏🙏,5,2025-01-19 07:17:14,2025,1
Nasıl bir uygulama müşteri temsilcisine bile baglanmiyor,1,2025-01-18 20:52:05,2025,1
"Kimlik okutma olayını yapıp başarıyla tamamlıyorum ve sonra başa atıyor. Amacınız ne sizin? Bu nasıl bir hataysa, 1 yıldır giderilmedi. Tavsiye etmiyorum. Nays & Enpara daha güzel, onlardan örnek alın.",1,2025-01-18 19:51:51,2025,1
Kart etkinleşmiyor ve sanal kart açılmıyor.,1,2025-01-18 19:13:07,2025,1
Lanet olsun bu uygulamaya,5,2025-01-18 17:39:12,2025,1
İĞRENÇ BİR UYGULAMA KARTLARIM ARASİ PARA TRANSFERİ YAPMAYA ÇALIŞIYORUM İKİDEBİR HATA VERİYOR PARAM DİGER KARTİMDA KALDİ LANET GELSİN BÖYLE BOŞ BİR UYGULAMAYA,4,2025-01-18 16:22:10,2025,1
228 TL farkına varmadan kazıklandım. Yazıklar olsun.,1,2025-01-18 08:16:29,2025,1
"Uygulamayı yükledim , kullanımı pratik ama tek sorun yapılan para transferlerinden ,fastdan para kesmesi o yüzden uygulamayı sildim ve kullanmayı düşünmüyorum.Benim kullandığım ,fastda para kesmeyen 4 ila 5 tane kartımın var ,bu yüzden paycell'i kullanmak istemiyorum.Payceli bu şartlarda işime yaramadığı ,halde hooby olarak kullanacak değilim, kimseyede tavsiye etmem.",1,2025-01-18 03:48:57,2025,1
"Olumlu yorum yapmıştım fakat bunu olumsuza çeviriyorum vaat ettiklerini yapmıyorlar Steam geri ödemesi için kullanmıştım süresi geçti ve kaç tane mail atmama rağmen bir dönüş alamadım , kesinlikle kullanmayın. Çok daha güzel alternatifleri var . Müşteri hizmetleri bile yok ve maillere de cevap verilmiyor. Resmen sahtekarlık. Ödememi de alamadım.",1,2025-01-17 17:27:46,2025,1
100 puan tek veriyor,1,2025-01-17 13:16:06,2025,1
bol gibi,1,2025-01-17 10:47:02,2025,1
Kimlik doğrulama yapamıyorum,2,2025-01-16 22:41:58,2025,1
Oll ne de,5,2025-01-16 18:00:20,2025,1
Kendileride ne işe yaradığını bilmiyor. Berbat ötesi bir uygulama. Aklı olan uğraşmaz bu saçma sapan uygulamayla,1,2025-01-16 17:28:15,2025,1
Benim bir sıkıntım var kimlik doğrumada en son adıma kadar geliyorum NFC ile tamamlıyorum ama bir hatta olduğu daha sonra tekra deneyin diyor tekrar denediğimde olmuyor para ile tanımla diyorum oda olmuyor ve kartlar arası transfer yapmak istediğimde gene aynı hatta,2,2025-01-16 16:37:54,2025,1
"Ikidebir duruyo, ullanmayiyorum",1,2025-01-16 15:42:24,2025,1
Ben yüllemiyorum ama hinede param gidiyor kendi yükleniyor artık yeter her ay para veremem🤮🤮🤮🤮🤮,1,2025-01-16 15:34:36,2025,1
Teşekkürler,5,2025-01-16 14:47:29,2025,1
Uygulama üzerinden kimlik doğrulama yapmak imkansız. Bunun için sizi Türkcell mağazasına yönlendiriyorlar.,1,2025-01-16 13:58:31,2025,1
"Berbat bir uygulama, kurtarma kodu alamıyorum. Müşteri hizmetleri hiç ilgilenmiyor. Defalarca arayıp dilekçeler yazmama rağmen, ilgilenen yok. Tüketici hakem heyetine müracaat edeceğim.",1,2025-01-16 10:08:48,2025,1
Rezillik diz boyu daha ne diyeyim ki paysell iptali istiyorum ama çözüm yok artık noterden ihtar çekerek olacak,1,2025-01-15 20:54:47,2025,1
Merhabalar iyi akşamlar paycell şifremi oluşturdum fakat kurtarma kodu istiyor ne yapmalıyım,2,2025-01-15 18:41:28,2025,1
Saçma sapan bir uygulama para yükledim benzin almak için malesef kart aidatı kesmiş hemen alamadım ve kart kullanmıyorum ayrıca para transfer ücreti 6 TL'den fazla banka bile az alıyor hemen sildim uygulamayı hesap kapatma bölümüde yok.,1,2025-01-15 16:04:35,2025,1
"Çok fazla para kesintisi yapıyor , puanları bile kısıtlı kullandırıyor hiç memnun değilim.",1,2025-01-15 12:46:58,2025,1
Hiçbir şekilde borcumu n olmamasına rağmen bddk ile referanslı çalışan bir kurum sildim böyle böyle kurtulucam bunlardan,1,2025-01-15 00:39:23,2025,1
Guzel,5,2025-01-14 22:46:34,2025,1
Lütfen şifre sıfırlama e-posta oluştursun lütfen,5,2025-01-14 20:07:51,2025,1
Çok güzel,5,2025-01-14 17:58:55,2025,1
Hayattımda gördüğüm en kötü uygulama kampanya faydalanmak için yükleme yaptım para kesiyor çekiyoruz para kesiyor her türlü mağdur ediyor ürün aldım kusurlu çıktı iade ettim kampanyadan kazandığım parayı benden aldılar mağdur ettiler,1,2025-01-14 17:11:37,2025,1
"İsteğim dışında, hatalı dokunma ile üyeniz olmuşum.aylık kesintiler görüyorum. Lütfen üyeliğimi siliniz, iptal ediniz. İptal bilgisini görmek istiyorum. Değilse şikayetçi olacağım. 14.01.2025",1,2025-01-14 11:15:40,2025,1
Giriş yapamıyorum o yüzden '0',2,2025-01-14 09:31:48,2025,1
berbat içinde kalan paramı 4 yıldır alamadım hala duruyor hala zorluk çıkarıyorlar,1,2025-01-13 23:08:32,2025,1
kendi verdiğiniz kartın aktivasyonu bile yapılamıyor defalarca beni uğraştırdınız yaptığım işlemlerin resmini çektim attım o kadar hâlâ bi şeyi halledemediniz. Koskoca Türkcellin bilgi işlem merkezinde şu kadar basit bir meseleyi bile halledebilecek bir Allah'ın kulu yoksa cidden bitmiş bu ülke.,1,2025-01-13 16:52:59,2025,1
Puanları alıp İnternet vermeyen dandik uygulama,1,2025-01-13 12:22:50,2025,1
Hep bir eksik var uygulamada şifreni unutup yeniden sifre alamıyorsun müşteri temsilcisine bile bağlanamıyorum hep kusurlu uygulama 👎,1,2025-01-13 11:27:00,2025,1
Uygulama üzerinden şifre oluşturulamıyor müşteri hizmetlerine yönlendiriyor. Müşteri hizmetlerine de 10 dk oldu hala bağlanamadım,1,2025-01-13 10:11:31,2025,1
Kendi hesabımıza para transferi yapamıyoruz,1,2025-01-13 06:58:06,2025,1
Çok iyi,5,2025-01-12 20:09:57,2025,1
👍🏽👍🏽👍🏽👍🏽🤝🏻💯,5,2025-01-12 17:01:48,2025,1
Çok kötü,1,2025-01-12 15:18:56,2025,1
kod gelmiyor duzgun çalışmıyor 5 para etmez,1,2025-01-12 14:22:36,2025,1
PAYCELL TEMASSIZ KART BEKLENTMİZ VAR AMA NASIL ALIRIZ BAYRAMPAŞA BELEDİYE ARKASINDA TURKCELL E NE ZAMAN GELİR?,2,2025-01-11 20:05:15,2025,1
Aktardım para gelmedi,1,2025-01-11 17:47:14,2025,1
Hiç bulaşmayın kayıp çalıntı için bile 5:10dakka ancak bağlanıyor müşteri hizmetleri hiç yardımcı olmuyorlar,1,2025-01-11 17:29:49,2025,1
Ben kullanıyorum birde para yatırıp çekerken ve Turkcell'de fatura yatırırken kesintisiz olsa zaten millete pahalı veriyorsunuz birde buradan kazanmayın,2,2025-01-11 03:47:34,2025,1
"Uygulama giriş yaparken telefonda devam etmiyor müşteri hizmetleri yardımcı olamıyor bu konu hakkında, ve paycell karta telefondan para aktarırken aşırı yüksek işlem ücreti alıyor maalesef",1,2025-01-10 22:58:35,2025,1
yarım saattir kimlik doğrulaması yapmaya çalışıyorum her şey doğru ama kabul etmiyor işleminize devam edemiyoruz diyor ve bunu hep yapıyor bu konuda gerçekten berbat bir uygulama,1,2025-01-10 19:05:49,2025,1
Mobil uygulamada Kampanyalar görünmüyor. Desteğe yazdığımda ise kişiye özel kampanya olduğu için size kampanya tanımlanmamış cevabı alıyorum. Nasil oluyor da 5 aydır kullandığım kampanyalar şu andan itibaren görünmüyor 5 aydır bana özel olup ta simdi bana özel olmayan kampanya nedir saçma bir politika kullanmayı bırakacağım...,1,2025-01-10 15:47:03,2025,1
Turkcelli değilsen berbat,1,2025-01-10 15:09:31,2025,1
Hatalarla dolu bir uygulama. Her yaptığınız işlemde hata alıyorum o yüzden uygulamayı siliyorum.,1,2025-01-10 14:52:04,2025,1
berbat,1,2025-01-09 22:54:09,2025,1
Her hafda puanlarım siliniyor kardeşim bu nedir ya puanları topluyorum kendi kendine gidiyor düzeltin şunu kardeşim 😡,1,2025-01-09 18:40:48,2025,1
Bu uygulama bi bana galiba internet vermiyor,4,2025-01-08 23:56:52,2025,1
"Muhteşem! Çünkü gerçekten puanla verdiği ödüller yalan değil, gerçek, sanal işlemler için uygun ve Turkcell'e uygun ama puanların süresi bitmese güzel olurdu. (güncelleme: ne boş yapmışım aq)",4,2025-01-08 23:56:43,2025,1
Uygulama 10 numara 5 yıldız.,5,2025-01-08 13:05:43,2025,1
Çok beğeniyorum,5,2025-01-08 04:24:27,2025,1
Harika bi uygulama gayet memnunum,5,2025-01-07 13:12:24,2025,1
Sadece güzel,5,2025-01-06 18:09:22,2025,1
One cıksın fıye google play kodu adım 10 lıralık 20 lıralık sey odıyecegım fatura seyınden bana 10 lıra ucuzamı grlır ucuza gelıyorsa evete gelmıyprsa hayır dıyın,5,2025-01-06 17:54:48,2025,1
1 yıldız vermenin sebebi salla topla sadece 100 puan veriyor eğer 1 gb falan verseydi puanım 5 olabilirdi,1,2025-01-06 17:37:24,2025,1
Çalışmıyor,1,2025-01-06 13:12:54,2025,1
Sahtekarlık üye değilim benden izinsiz neden faturama yansıyan para kestiniz hırsızlar..,1,2025-01-06 11:27:16,2025,1
Kisi,5,2025-01-06 06:59:58,2025,1
"Müşteri hizmetlerinizi defaatle aramama rağmen hâlen bir çözüm bulamadınız.. Yaklaşık iki aydır uygulamaya girdiğimde beni atıyor yani uygulama aniden kapanıyor. Üstelik başka telefonlarda da deniyorum, uygulamayı silip yeniden yükledim fakat aynı sonuç.....",1,2025-01-06 06:52:22,2025,1
Trendyol üzerinden siparişimi iptal ettim geri ödemesi hala olmadı 2 gündür berbat bir sistem her şeye para kesiyor,5,2025-01-06 01:14:04,2025,1
dijital harcama iade kampanyası uygulamada çıkmıyor ama web sitesinde var hangisi doğru ?,1,2025-01-05 15:38:20,2025,1
"Merhaba Turkcell Paycell Ekibi, Öncelikle, bizlere sunduğunuz kaliteli hizmet ve harika uygulamanız için teşekkür ederim. Uygulamanızı severek kullanıyorum ve oldukça memnunum. Daha önce düzenlemiş olduğunuz dijital platform harcamalarına %50 nakit iade kampanyası 2 Ocak'ta sona ermişti. Bu kampanyanın tekrardan aktif hale getirilmesini rica ediyorum. Özellikle YouTube Premium bireysel (79,99 TL) ve aile (159,99 TL) paketlerinde %50 nakit iadenin bu tutarlar üzerinden hesaplanmasını istiyorum",5,2025-01-05 15:06:10,2025,1
"Yeni yeniliklerle kendilerini geliştirmişler sanmıştım. Ancak hâlâ kullanışsız bir uygulama. Para gönderme işlemlerinde yüksek komisyon kesmenin yanı sıra karekod harcamalarında da komisyon kesiyor. Harcama yapıyorsun diye komisyon ücreti keseni de ilk defa gördüm. Kampanyalarından faydalanmak ise en zoru, anlaşılmamak üzere koşullar belirlemişler. Harcama yapınca o hediyeyi hiçbir şeklde alamıyorsunuz. İlgilenecek, muhattap olacak birilerinde yok. Puan sistemi de yanlış işliyor. En iyisi papara",1,2025-01-05 05:44:57,2025,1
Bilerek 5 verdim okuyun ve çözüm bulun uygulamanızı indiremiyorum cihaz ile uyumlu değil diyor yeterli alanım vaar format attım olmuyor,5,2025-01-04 22:36:38,2025,1
Para tuzağı,2,2025-01-04 16:28:25,2025,1
Lanet olasıca iğrenç bir uygulama . Daha ilk başta şifre kurtarma denen bir rezaletle başlıyor müşteri hizmetlerindeki gevrekler tarifenizi soruyor ulan benim tarifeme gelene kadar 1000 soru var be .sonrasında şifre kurtarma yapamıyorsunuz sürekli bir sorun çıkartıyor . Kullanmam kullandırma tavsiye etmem silkelerim böyle uygulamayı,5,2025-01-04 03:58:59,2025,1
Ama doğrulama yapıyoruz sona geliyoruz olmuyor,4,2025-01-03 23:14:14,2025,1
Şifre değiştirmek için niye sizi arıyorum? Sor tc falan filan uygulama içinden değiştirelim. Size kalsa mektup isticeksiniz.,1,2025-01-03 22:19:13,2025,1
Müşteri temsilcisine bağlanıp işlem yapamıyorum Her şey benim adıma olmasına rağmen benden güvenlik bilgisi sormak yerine paycell şifresi istiyor boşuna indireceğim bir uygulama şimdi Turkcell de bu yüzden 1 yıldız alacak paycell de Turkcell de mobil ödemeyi kapatmıyor saçmalığa gel 🤬🤬🤬🤬,1,2025-01-03 21:29:07,2025,1
0 PUAN HIC KIMSE YARDIM ETMIYOR BENIM PATSAL HATTIMI IPTAL EDIN LUTFEN,1,2025-01-03 16:07:04,2025,1
Kendilerine olan olan kredi borcumu öderken bile 42 lira komisyon alıyorlar tam bir soyguncu bunlar,1,2025-01-03 13:52:13,2025,1
Hiçbir şekilde yardımcı olmayan müşteri hizmetleri ve komple para tuzağı Allah belanızı vers...n şer...ler,1,2025-01-03 09:32:30,2025,1
Efsane muhtesem,5,2025-01-02 23:25:09,2025,1
dijital platform iade kampanyasına tabii de eklenirse güzel olur,4,2025-01-02 19:38:23,2025,1
Olmasada olur.,2,2025-01-02 10:01:47,2025,1
Rtttrr tr sda,3,2025-01-02 09:21:21,2025,1
Dolandırıcılığın modern hâli her adıma para kesiyor. Faturalı hatta gectigim güne lanet olsun dedirttiler. Üstelik paycell i iptal ettirdim üyeliği kapqttirdim halq faturama 99.90tl yansitmislar paycell uygulaması faturana yansıt play store işlemidiyor. Haram zıkkım olsun haksız yere kestikleri tüm paralar.,1,2025-01-01 20:58:27,2025,1
Eğlence sektörü iadesine tabii platormunu ekleyin,5,2025-01-01 17:36:23,2025,1
Paycell den bize ulaşın dan size ulaşamıyorum.çalismiyor yada devre dışı bırakılmış,1,2025-01-01 11:41:53,2025,1
"paycell turkiyeden yurtdışına para göndermeye tıklayınca sitemde geçerli kayıtlı adresiniz bulunamadı turkcel iletişim merkezine basvurun diyor. ne adresi adresi nereye yazıyoruz anlamadım. turkcell müşteri hizmetleri, paycell, turkcell müşteri hizmetleri sordum sorun çözülmedi. şikayetvar sitesinde aynı sorunu yasayan bir arkadas sorunun çözüldüğünü söylemiş.",4,2025-01-01 00:39:40,2025,1
