lemmas,onerilen_konular
"['memnun', 'kal', 'insan', 'salak', 'yerine', 'koy', 'aycell', 'hazır', 'limit', 'var', 'kullan', 'aktif', 'calisayim', 'fatura', 'para', 'yansı', 'anla', 'geri', 'iade', 'saçma', 'insan', 'uyarı', 'mesaj', 'gönder', 'dem', 'fatura', 'yansı', 'sırf', 'yüz', 'hat', 'fatura', 'fatura', 'çık', 'hat', 'taşı']","['fatura yansı', 'fatura çık', 'fatura fatura', 'dem fatura', 'fatura para']"
"['aycell', 'dene', 'yükle', 'havale', 'bile', 'hesap', 'geçir', 'böyle', 'öde', 'platform', 'üzeri', 'bugün', 'itibari', 'gün', 'geçmiş', 'hala', 'para', 'aycell', 'hesap', 'geçir', 'banka', 'hesap', 'geri', 'yatır', 'ayrıca', 'havale', 'işlem', 'ücret', 'değil', 'bilgi', 'ölü', 'yatırım', 'platform']","['banka hesap', 'hesap geri', 'geçir banka', 'banka', 'bile hesap']"
"['aynı', 'iyi']","['aynı iyi', 'iyi', 'aynı']"
"['gerek', 'para', 'çek']","['para çek', 'gerek para', 'gerek', 'çek', 'para']"
"['buçuk', 'kimlik', 'dogrulamadilar', 'kere', 'dogrulanmasi', 'para', 'i̇ldiz', 'bile', 'fazla', 'turkcell', 'vaz', 'geç', 'siz', 'vazgeç', 'öner', 'tesekkurler']","['dogrulamadilar kere', 'siz vazgeç', 'kimlik dogrulamadilar', 'vaz geç', 'vazgeç öner']"
"['yukarı', 'gözük', 'yıldız', 'arkadaş', 'para', 'yolla', 'para', 'düş', 'müşteri', 'hizmet', 'ara', 'mail', 'yol', 'dekont', 'mail', 'üzeri', 'dekont', 'talep', 'işle', 'dönüş', 'sağla', 'resmen', 'para', 'türlü', 'iade', 'hak', 'haram', 'zıkkım']","['yolla para', 'düş müşteri', 'para yolla', 'para türlü', 'para düş']"
"['aycell', 'para', 'iki', 'kat', 'çıkar', 'iste', 'berzo_oguz', 'ulaş', 'yeterli']","['iki kat', 'ulaş yeterli', 'para iki', 'berzo_oguz ulaş', 'yeterli']"
"['kafa', 'göre', 'kart', 'koy', 'aldi', 'kart', 'saçma', 'puan']","['kart saçma', 'göre kart', 'saçma puan', 'saçma', 'kafa göre']"
"['öncelik', 'yıldız', 'üste', 'dolandırıcı', 'resmen', 'havle', 'yol', 'para', 'yükle', 'yanlış', 'para', 'aycell', 'kart', 'geri', 'hesap', 'yükle', 'defalarca', 'ara', 'müşteri', 'hizmet', 'sürekli', 'aciliyet', 'bil', 'yoğun', 'gün', 'gerek', 'ücret', 'hafta', 'yok', 'yoğun', 'yoğun', 'değil', 'dolandırıcı', 'posta', 'zaman', 'talep', 'işle', 'geri', 'dönüş', 'sağla']","['müşteri hizmet', 'ara müşteri', 'müşteri', 'geri hesap', 'posta zaman']"
"['sevgili', 'aycell', 'yönet', 'tanımla', 'kredi', 'kart', 'pos', 'ara', 'para', 'çık', 'para', 'san', 'önce', 'gör', 'ilgi', 'duy', 'bahis', 'site', 'git', 'banka', 'hesap', 'onay', 'böyle', 'işlem', 'düpedüz', 'mir']","['para çık', 'çık para', 'kredi kart', 'banka hesap', 'git banka']"
"['son', 'güncelle', 'sonra', 'berbat', 'şifre', 'yenile', 'hal', 'hesap', 'gir', 'kaldırıyorumhayırlı']","['berbat şifre', 'şifre yenile', 'şifre', 'gir kaldırıyorumhayırlı', 'güncelle sonra']"
"['peki', 'hazır', 'limit', 'zaman', 'yad', 'gerek', 'bird', 'aycell', 'kart', 'nere']","['limit zaman', 'hazır limit', 'gerek bird', 'limit', 'zaman yad']"
"['herşey', 'iyi', 'aycell', 'puan', 'dolayı', 'silinti', 'saçma', 'puan', 'hediye', 'hafta', 'sure', 'duruk', 'okul', 'puan', 'hafta', 'verdiinuz', 'puan', 'sil', 'kadar', 'biriktirebilicezbuna', 'yoz', 'getir']","['yoz getir', 'verdiinuz puan', 'duruk okul', 'puan dolayı', 'hafta verdiinuz']"
"['eksik', 'açıkla', 'yüz', 'gün', 'içeri', 'iade', 'para', 'uzun', 'zaman', 'beri', 'iade', 'taraf', 'mail', 'çağrı', 'merkez', 'tarafından', 'kayıt', 'fayda', 'yaşa', 'mağduriyet', 'caba', 'gerekli', 'hak', 'yasal', 'işlem', 'başla', 'belir', 'iste']","['para uzun', 'yasal işlem', 'hak yasal', 'yüz gün', 'mağduriyet caba']"
"['böyle', 'saçma', 'gör', 'allah', 'bela', 'i̇nternet', 'alışveriş', 'yanlış', 'ürün', 'lal', 'geri', 'para', 'iade', 'istem', 'para', 'hesap', 'yatır', 'hala', 'yat', 'para', 'saçma', 'firma', 'yatır', 'paycel', 'ara', 'firma', 'ara', 'emek', 'geçen', 'herkes', 'allah', 'bela', 'hukuki', 'işlem', 'başla', 'bak', 'para', 'hesap', 'gönder']","['saçma firma', 'alışveriş yanlış', 'geri para', 'para saçma', 'hesap yatır']"
"['baş', 'koy', 'hesap', 'gönderim', 'para', 'gün', 'geri', 'iade', 'söyle', 'hala', 'gönder', 'turkcell', 'alt', 'böyle', 'yalan', 'izin', 'turkcell', 'kullan', 'çöp']","['izin turkcell', 'turkcell', 'gönder turkcell', 'turkcell kullan', 'hala gönder']"
"['yemin', 'puan', 'bile', 'dünya', 'boş', 'saçma', 'sapan', 'güvenlik', 'önlem', 'var', 'şifre', 'unut', 'hesap', 'kuruş', 'para', 'var', 'git', 'müşteri', 'hizmet', 'kadar', 'ara', 'muhatap', 'bula', 'biz', 'yok', 'papara', 'bin', 'kat', 'iyi', 'öner']","['sapan güvenlik', 'şifre unut', 'güvenlik', 'güvenlik önlem', 'var şifre']"
"['hediye', 'dünya', 'kısım', 'güzel', 'ancak', 'aylık', 'aycell', 'puan', 'harca', 'sınır', 'keşke', 'biraz', 'art', 'kaldır', 'sonuç', 'puan', 'kazan', 'sorun', 'yok', 'ancak', 'harca', 'limit', 'kötü']","['hediye dünya', 'hediye', 'sonuç puan', 'puan kazan', 'limit kötü']"
"['güzel', 'kullan', 'eksik', 'şey', 'var', 'söyle', 'gerek', 'düzel', 'puan', 'var', 'hafta', 'gir', 'sonra', 'girdi']","['hafta gir', 'var hafta', 'puan var', 'şey var', 'hafta']"
"['dolandır', 'arkadaş', 'seslen', 'git', 'chrome', 'tara', 'google', 'destek', 'bölüm', 'git', 'ardından', 'müşteri', 'hizmet', 'bağ', 'böyle', 'böyle', 'kısaç', 'kapa', 'dile', 'aptal', 'herif', 'konu', 'siz', 'söyle', 'gerek', 'yok', 'herhalde', 'dimi', 'söz', 'paycelebu', 'anla', 'telefon', 'giriş', 'efe', 'sim', 'kart', 'değil', 'saçma', 'sapan', 'bat', 'bahane', 'resmen', 'orospu', 'çocuk', 'dit', 'git']","['ardından müşteri', 'dile aptal', 'tara google', 'saçma sapan', 'müşteri hizmet']"
"['dan', 'günlük', 'puan', 'pub', 'seçil', 'oyun', 'i̇nternet', 'gelsmsine', 'rağmen', 'pub', 'mobil', 'gör', 'böyle', 'bati', 'lütfen', 'sonuç', 'bekle']","['pub seçil', 'rağmen pub', 'puan pub', 'pub mobil', 'pub']"
"['sakın', 'yükle', 'kampanya', 'kan', 'böyle', 'saçma', 'bakiye', 'yükle', 'geri', 'iste', 'lira', 'kes', 'işlem', 'yüksek', 'komisyon', 'kes', 'üst', 'aycell', 'kart', 'hazır', 'limit', 'yüklem', 'yapım', 'gerizekalı', 'kısa', 'yol', 'para', 'vur', 'çalış', 'insan', 'kadar', 'aptal', 'değil']","['yükle kampanya', 'para vur', 'kampanya kan', 'kadar aptal', 'bakiye yükle']"
"['numara', 'ancak', 'tek', 'numara', 'gir', 'saçma', 'sapan', 'sorun', 'çıkar', 'kimseyede', 'konu', 'hak', 'ulaş']","['numara ancak', 'tek numara', 'numara gir', 'numara', 'saçma sapan']"
"['aycell', 'banka', 'hesap', 'havale', 'ifade', 'gün', 'gerçek', 'gerek', 'hafta', 'gerçek', 'müşteri', 'hizmet', 'ara', 'muhatap', 'bul', 'asla', 'kullan']","['gerçek müşteri', 'müşteri hizmet', 'aycell banka', 'müşteri', 'banka hesap']"
"['boşa', 'yapmişiniz', 'puan', 'varit', 'hemen', 'puan', 'düş', 'kal', 'kadir', 'gerek', 'yaptiğiniza', 'deymemi̇ş']","['boşa yapmişiniz', 'yapmişiniz puan', 'yaptiğiniza deymemi', 'puan düş', 'puan varit']"
"['fazla', 'puan', 'iyi']","['fazla puan', 'puan iyi', 'iyi', 'fazla', 'puan']"
"['burger', 'kin', 'kampanya', 'yarar', 'hafta', 'durum', 'böyle', 'ayrıca', 'burger', 'kin', 'kampanya', 'katıl', 'aycell', 'üzeri', 'öde', 'rağmen', 'sefer', 'puan', 'yükle', 'son', 'hediye', 'menü', 'kampanya', 'katıl', 'i̇stanbul', 'kart', 'yükle', 'aycell', 'bakiye', 'yükle', 'rağmen', 'hediye', 'menü', 'tanımla']","['ayrıca burger', 'burger kin', 'burger', 'menü kampanya', 'hediye menü']"
"['sıfır', 'sıfır', 'sıfır', 'yazık', 'böyle', 'platform', 'bari', 'arka', 'dur', 'muhatap', 'müşteri', 'hizmet', 'bile', 'yok', 'hala', 'başla']","['sıfır sıfır', 'sıfır yazık', 'sıfır', 'bile yok', 'yok']"
"['resmen', 'dolarındırcısınız', 'baş', 'ilk', 'böyle', 'ilk', 'banka', 'havale', 'yatırım', 'açıkla', 'kısım', 'hata', 'ikinci', 'sefer', 'tam', 'düzgün', 'şekil', 'iki', 'havale', 'ses', 'seda', 'yok', 'mail', 'gönder', 'yine', 'yok', 'kadar', 'sahtekar', 'insan', 'mağdur', 'kurum', 'firma', 'ilk', 'gör', 'şaşkın']","['ilk banka', 'kadar sahtekar', 'banka havale', 'firma ilk', 'böyle ilk']"
"['martin', 'kendi', 'ait', 'tek', 'i̇badi', 'iyi', 'i̇ldiz', 'ora', 'kir']","['martin kendi', 'martin', 'ait tek', 'kendi ait', 'iyi ldiz']"
"['atla', 'gerek', 'yok']","['gerek yok', 'yok', 'atla gerek', 'gerek', 'atla']"
"['para', 'kes', 'iyi']","['kes iyi', 'iyi', 'para kes', 'para', 'kes']"
"['söz', 'hediye', 'şekil', 'kullan', 'sat', 'ora', 'düş', 'düşün', 'şekil', 'aycell', 'kullan', 'telefon', 'yer', 'işgal', 'gerek', 'yok']","['kullan telefon', 'telefon yer', 'gerek yok', 'hediye şekil', 'söz hediye']"
"['insani', 'cep', 'para', 'alinur', 'sokak', 'gerek', 'yok', 'aycell', 'alenen', 'cep', 'para', 'yem', 'ses', 'igrenc', 'yükle', 'lira', 'hiçbir', 'işlem', 'yapmadigim', 'hal', 'lira', 'işlem', 'ücret', 'adi', 'alt', 'kesinti', 'ayrıca', 'para', 'geri', 'iste', 'lira', 'ücret', 'kes', 'kes', 'ücret', 'helal', 'geri', 'iade', 'istiyorumallahim', 'zehir', 'nikki', 'turkcell', 'para', 'göz', 'kes', 'ücret', 'taraf', 'iade', 'iste']","['ayrıca para', 'ücret kes', 'lira ücret', 'ücret helal', 'para geri']"
"['tamamen', 'gerek']","['tamamen gerek', 'gerek', 'tamamen']"
"['ciddi', 'geliş', 'lazım', 'sürekli', 'hata', 'işlem', 'yarı', 'kes', 'zor', 'kal']","['sürekli hata', 'lazım sürekli', 'hata', 'kes zor', 'hata işlem']"
"['paycel', 'eskiden', 'böyle', 'değil', 'kart', 'tel', 'numara', 'bağ', 'giriş', 'sorun', 'mevcut', 'yanlış', 'değil', 'kişi', 'durum', 'rahat', 'açık', 'ört', 'bas', 'bırak', 'biraz', 'biz', 'ilgilen', 'sorun', 'ilgilen', 'böyle', 'git', 'başka', 'operatör', 'geç', 'üstelik', 'paha', 'paket', 'turkcell']","['numara bağ', 'operatör geç', 'tel numara', 'bas bırak', 'değil kart']"
"['saat', 'geç', 'dekont', 'fatura', 'öde', 'gönder', 'haas', 'aycell', 'hesap', 'geç', 'böyle', 'rezil', 'gör', 'keşke', 'banka', 'üzeri', 'fatura', 'yatır']","['fatura yatır', 'fatura öde', 'üzeri fatura', 'dekont fatura', 'geç dekont']"
"['böyle', 'saçma', 'sapan', 'doğrula', 'kod', 'bile', 'gönder', 'sistem', 'para', 'yatiracaz']","['saçma sapan', 'böyle saçma', 'doğrula kod', 'gönder sistem', 'saçma']"
"['saçma', 'hediye', 'dik', 'hesap', 'bak', 'yok', 'boş', 'gerek']","['saçma hediye', 'hediye dik', 'hediye', 'yok boş', 'dik hesap']"
"['saçma', 'işle', 'playstore', 'para', 'topla', 'kazan', 'dan', 'kullandırtmıyosunuz', 'para', 'hediye', 'direk', 'playstore', 'hesap', 'yönlen', 'lazım', 'yok', 'öde', 'şekil', 'seç', 'seç', 'bas', 'işle', 'düzel', 'yad', 'hediye']","['playstore', 'playstore hesap', 'direk playstore', 'işle playstore', 'playstore para']"
"['saçma', 'doğa', 'topla', 'fidan', 'katkı', 'birik', 'aycell', 'puan', 'çöp', 'ilk', 'aycell', 'puan', 'sinir', 'boz', 'kart', 'iste', 'git', 'ziraat', 'kart', 'çıkar', 'halet', 'bura', 'herşey', 'komisyon', 'dolu', 'baba', 'emek', 'para', 'komisyon', 'çöp']","['komisyon çöp', 'puan çöp', 'çöp ilk', 'çöp', 'herşey komisyon']"
"['parti', 'kapa', 'ara', 'gerek', 'dış', 'iyi']","['dış iyi', 'kapa ara', 'ara gerek', 'iyi', 'gerek']"
"['iyi', 'fakat', 'para', 'ywtirdigimda', 'kere', 'bakiye', 'gözük', 'makbuz', 'yalan']","['fakat para', 'makbuz yalan', 'iyi fakat', 'fakat', 'ywtirdigimda kere']"
"['bile', 'fazla', 'kimlik', 'doğrula', 'saçmalık', 'çıkar']","['fazla kimlik', 'doğrula saçmalık', 'saçmalık çıkar', 'saçmalık', 'kimlik']"
"['telefon', 'çift', 'simkartli', 'kayıt', 'numara', 'simkarti', 'takı', 'rağmen', 'aptal', 'programcinizin', 'lojik', 'mantık', 'hata', 'yüz', 'kayıt', 'simkartinin', 'telefon', 'takı', 'gerek', 'giriş', 'izin']","['simkartinin telefon', 'telefon takı', 'telefon çift', 'telefon', 'numara simkarti']"
"['koy', 'puan', 'kazan', 'ücret', 'baştan', 'yaz', 'turkcell', 'kadar', 'sahtekar', 'firma', 'tanı', 'soru', 'yuhhh', 'siz', 'para', 'çek', 'soygun']","['sahtekar firma', 'siz para', 'para çek', 'kadar sahtekar', 'ücret baştan']"
"['hayat', 'böyle', 'yara', 'gör', 'sevgili', 'turkcell', 'yönet', 'siz', 'cidden', 'adam', 'çalış', 'çekim', 'güç', 'övün', 'kadar', 'gün', 'övün', 'biz', 'utan']","['övün kadar', 'sevgili turkcell', 'turkcell yönet', 'yönet siz', 'gün övün']"
"['güzel', 'kullan', 'eksik', 'var']","['eksik var', 'kullan eksik', 'eksik', 'güzel kullan', 'kullan']"
"['limit', 'artır', 'gönder', 'gönder', 'para', 'kaybol', 'git', 'belli', 'değil', 'aycell', 'hesap', 'görün', 'google', 'olay', 'tunes', 'kart', 'iste', 'turkcell', 'müşteri', 'rağmen', 'turkcell', 'müşteri', 'değil', 'kimlik', 'doğrula', 'kimlik', 'doğrula', 'görün', 'tekrar', 'iste', 'görün', 'başka', 'işlem', 'iste', 'kimlik', 'doğrula', 'mail', 'yardım', 'dönüş', 'yok']","['turkcell müşteri', 'müşteri rağmen', 'gönder para', 'doğrula mail', 'rağmen turkcell']"
"['kendi', 'banka', 'hesap', 'para', 'gönder', 'kimlik', 'doğru', 'mail', 'hafta', 'dönüş', 'sağla']","['banka hesap', 'mail hafta', 'mail', 'para gönder', 'kendi banka']"
"['beş', 'para', 'program', 'para', 'yatır', 'saniye', 'geç', 'para', 'iade', 'önce', 'gün', 'geç', 'gün', 'çıkar', 'yüz', 'araba', 'yol', 'kal', 'öde', 'birdaha', 'kullan', 'kimse', 'tavsiye']","['öde birdaha', 'beş para', 'para yatır', 'geç para', 'kal öde']"
"['geçen', 'sene', 'gerçek', 'aycell', 'kullan', 'aylık', 'kullanım', 'lira', 'ücret', 'kes', 'bide', 'tam', 'komisyon', 'kullan', 'hal', 'pek', 'tavsiye', 'çoğu', 'kampanya', 'iyi', 'hak', 'yükle', 'cashback', 'geri', 'sen', 'dön']","['cashback geri', 'cashback', 'yükle cashback', 'aylık kullanım', 'kullan aylık']"
"['arkadaş', 'kullan', 'boşa', 'hazır', 'limit', 'bide', 'üye', 'çıkar', 'para', 'kes', 'yi̇yi̇ci̇', 'tim', 'kart', 'var', 'iptal']","['var iptal', 'çıkar para', 'üye çıkar', 'iptal', 'kullan boşa']"
"['aylık', 'kullanım', 'ücret', 'var', 'eksi', 'piyasa', 'var', 'ikinci', 'kaypa', 'muadil', 'hemen', 'para', 'iade', 'hesap', 'yansı', 'tarih', 'aralık', 'bekle', 'gerek', 'üçüncü', 'kampanya', 'alt', 'sürü', 'şart', 'şey', 'var', 'tüket', 'basit', 'tam', 'tam', 'yarı', 'yarım', 'kampanya', 'kampanya', 'kısa', 'net', 'büyük', 'eksik', 'kullanım', 'zor', 'hatta', 'soğutuyordaha', 'fazla', 'yor', 'gör']","['kampanya alt', 'aylık kullanım', 'üçüncü kampanya', 'eksi piyasa', 'yarım kampanya']"
"['berbat', 'yazık', 'yemin', 'siz', 'söyle', 'şifre', 'yenile', 'hesap', 'don', 'berbat']","['şifre yenile', 'söyle şifre', 'şifre', 'yazık yemin', 'berbat yazık']"
"['aycell', 'sadece', 'oyun', 'para', 'kullan', 'sıkıntı', 'yaşa', 'kredi', 'kart', 'degilki', 'yok', 'bil', 'kim', 'para', 'gönder', 'yok', 'yanlış', 'gönder', 'yok', 'bil', 'iyi', 'yan', 'yaş', 'kuvukler', 'oyun', 'kart']","['oyun kart', 'kredi kart', 'oyun para', 'yaşa kredi', 'para gönder']"
"['telefon', 'fatura', 'daha', 'iyi']","['telefon fatura', 'telefon', 'fatura daha', 'daha iyi', 'fatura']"
"['basari', 'biraz', 'üst', 'çalış', 'lazım', 'ince', 'ayrıntı', 'mağdur', 'kal']","['lazım ince', 'çalış lazım', 'biraz üst', 'basari biraz', 'üst çalış']"
"['iyi', 'yok', 'iyi']","['yok iyi', 'iyi yok', 'yok', 'iyi']"
"['güzel', 'değil', 'çıkar', 'geri', 'zeka']","['geri zeka', 'zeka', 'güzel değil', 'çıkar', 'çıkar geri']"
"['ilk', 'şua', 'kullan', 'gerçekten', 'zor', 'durum', 'para', 'ayarla', 'fatura', 'öde', 'zaman', 'kazan', 'iyi']","['öde zaman', 'fatura öde', 'para ayarla', 'ayarla fatura', 'durum para']"
"['kayıt', 'kafa', 'göre', 'sanal', 'kart', 'oluş', 'yanlış', 'seçenek', 'sun', 'kazan', 'kazan', 'yarış', 'soru', 'ücret', 'iyi', 'saçma', 'vodafonepay', 'i̇nternet', 'indirim', 'kod', 'ücret', 'sun', 'puan', 'kazan', 'zor', 'ayrıcalık', 'turkcell', 'kullan', 'diğer', 'operatör', 'kullan', 'avantaj', 'yok', 'yüz', 'sil', 'zor', 'kal', 'ileri', 'dönem', 'sorun', 'düzel', 'tekrar', 'kullan', 'başla']","['sanal kart', 'kart oluş', 'seçenek sun', 'yarış soru', 'sun kazan']"
"['gerek', 'yer', 'yüklem', 'işlem', 'para', 'kesinti', 'maruz', 'kal', 'gerek', 'millet', 'soynanin', 'kolay', 'yol', 'biri']","['para kesinti', 'işlem para', 'kolay yol', 'gerek millet', 'yer yüklem']"
"['iyi', 'değil', 'tavsiye', 'kesinlikle']","['değil tavsiye', 'iyi değil', 'tavsiye kesinlikle', 'tavsiye', 'değil']"
"['anla', 'gerek', 'yok']","['gerek yok', 'yok', 'anla gerek', 'gerek', 'anla']"
"['allah', 'böyle', 'program', 'bela', 'iyi', 'program', 'değil', 'tavsiye', 'arkadaş', 'sakin']","['tavsiye arkadaş', 'değil tavsiye', 'tavsiye', 'arkadaş sakin', 'bela iyi']"
"['banka', 'değil', 'kanka', 'böyle', 'karakter', 'kanka', 'sağ', 'turkcell', 'ses', 'değil', 'göt', 'tanı', 'gün', 'kart', 'yatır', 'para', 'türlü', 'iade', 'hesap', 'gözük', 'bile', 'dekont', 'var', 'allah', 'yok', 'para', 'üst', 'yat', 'yatırım', 'işlem', 'herhalde', 'müşteri', 'hizmet', 'aycell', 'destek', 'hat', 'işlem', 'kontrol', 'taraf', 'bilgi', 'yapılacaktırdan', 'başka', 'söyle', 'turkcell', 'eleman', 'kov', 'biz', 'sikle']","['banka değil', 'yok para', 'para türlü', 'söyle turkcell', 'herhalde müşteri']"
"['iğrenç', 'sürekli', 'şifre', 'iste', 'iyi', 'şifre', 'şifre', 'şifre', 'değiş', 'bas', 'posta', 'bak', 'posta', 'yok']","['şifre şifre', 'sürekli şifre', 'şifre', 'şifre iste', 'iyi şifre']"
"['turkcell', 'fatura', 'öde', 'hata', 'gerek']","['öde hata', 'fatura öde', 'hata gerek', 'turkcell fatura', 'fatura']"
"['hesap', 'don', 'posta', 'mesaj', 'gerek']","['posta mesaj', 'mesaj gerek', 'mesaj', 'posta', 'hesap don']"
"['iyi', 'güzel', 'güzel', 'değil']","['güzel değil', 'güzel', 'değil', 'güzel güzel', 'iyi güzel']"
"['böyle', 'kendi', 'baba', 'anne', 'hesap', 'gir', 'telefon', 'tuş', 'böyle', 'sil', 'yer']","['kendi baba', 'baba anne', 'gir telefon', 'anne hesap', 'telefon tuş']"
"['kampanya', 'sadece', 'turkcell', 'diğer', 'operatör', 'iyi', 'örnek', 'puan', 'burgerking', 'kullan', 'yemek', 'sadece', 'turkcell', 'operatör', 'kullan', 'diğer', 'operatör', 'eşit', 'süreç', 'iyi', 'değil']","['turkcell operatör', 'sadece turkcell', 'turkcell diğer', 'turkcell', 'burgerking kullan']"
"['şifre', 'unut', 'hotmail', 'iste', 'herşey', 'falan', 'şifre', 'yenile', 'tane', 'şifre', 'dene', 'birey', 'takip', 'cikicaktim', 'şifre', 'ardışık', 'tekrarla', 'rakam', 'oluş', 'dur', 'tane', 'tane', 'gir']","['şifre unut', 'şifre yenile', 'şifre ardışık', 'tane şifre', 'cikicaktim şifre']"
"['para', 'gasp', 'kimlik', 'doğrula', 'çıkar', 'para', 'gönder', 'sorun', 'yok', 'geri', 'kimlik', 'doğrula', 'yok', 'para']","['para gönder', 'çıkar para', 'kimlik doğrula', 'geri kimlik', 'yok para']"
"['böyle', 'kart', 'ilk', 'fark', 'numara', 'kaydet', 'kendi', 'telefon', 'gir', 'eskiden', 'böyle', 'yok', 'düzel', 'böyle', 'saçma', 'bekle', 'düzel', 'yok', 'güncelle', 'güzel', 'zannet', 'yanıl', 'düzel']","['kart ilk', 'böyle kart', 'numara kaydet', 'kendi telefon', 'telefon']"
"['puan', 'süre', 'lütfen', 'hiçbir', 'birik', 'böyle', 'önce', 'salla', 'kazan', 'dan', 'puan', 'öğren', 'giriş', 'sorun', 'düzel', 'lütfen']","['süre lütfen', 'lütfen', 'puan süre', 'puan öğren', 'önce salla']"
"['paycel', 'hazır', 'limit', 'kullan', 'gün', 'yaz', 'eposta', 'düzel', 'kaldır', 'yara', 'neyapayim', 'artık', 'güzel', 'yara', 'gerek', 'yok', 'biz', 'ulaş', 'ulaş', 'gün', 'düzel', 'sorun', 'cevap', 'bile', 'kadar', 'uzun', 'sür', 'mes', 'lafzi', 'aycell', 'güzel', 'oda', 'boş', 'çık']","['bile kadar', 'boş çık', 'neyapayim artık', 'düzel sorun', 'kullan gün']"
"['kadar', 'saçma', 'güvenlik', 'önlem', 'mobil', 'veri', 'giriş', 'gerek', 'peki', 'tablet', 'giriş']","['mobil veri', 'tablet giriş', 'önlem mobil', 'mobil', 'tablet']"
"['giriş', 'yapı', 'mobil', 'veri', 'gir', 'iste', 'kayıt', 'hat', 'sadece', 'kullan', 'giriş', 'illa', 'i̇nternetmi', 'yükle', 'lazım']","['mobil veri', 'mobil', 'kullan giriş', 'kayıt hat', 'yapı mobil']"
"['izin', 'üye', 'ücret', 'kes', 'hak', 'kazanç', 'sağla']","['üye ücret', 'hak kazanç', 'izin üye', 'ücret kes', 'ücret']"
"['ibb', 'kart', 'yüklem', 'hata', 'gerek', 'lütfen']","['kart yüklem', 'ibb kart', 'yüklem hata', 'hata', 'hata gerek']"
"[""i̇stanbulkart'a"", 'yüklem', 'kart', 'oku', 'para', 'git', 'kart', 'yüklem', 'aktivasyon', 'falan', 'değil', 'para', 'direkt', 'yok', 'ilk', 'yüklem', 'toplam', 'para', 'kayıp', 'eksik', 'alışveriş', 'geçersiz']","['para kayıp', 'kart yüklem', 'yüklem kart', 'alışveriş geçersiz', 'eksik alışveriş']"
"['fazla', 'para', 'kes', 'gerek', 'yer', 'puan', 'bile', 'değil', 'düzel', 'gerek']","['düzel gerek', 'fazla para', 'gerek yer', 'değil düzel', 'kes gerek']"
"['allah', 'aski', 'böyle', 'yok', 'işlem', 'dikkat', 'çekim', 'bil', 'bırak']","['allah', 'allah aski', 'yok işlem', 'bil bırak', 'aski böyle']"
"['pos', 'cihazlarinizda', 'musteriyetaksit', 'secenegi', 'lazım', 'artık', 'buçuk', 'eksik']","['cihazlarinizda musteriyetaksit', 'pos cihazlarinizda', 'cihazlarinizda', 'buçuk eksik', 'eksik']"
"['hayat', 'böyle', 'rezil', 'gör', 'hesap', 'para', 'hal', 'işlem', 'müşteri', 'temsilci', 'ara', 'yardımcı', 'falan', 'sorum']","['işlem müşteri', 'müşteri temsilci', 'müşteri', 'gör hesap', 'hesap para']"
"['aycell', 'öde', 'iade', 'kart', 'aylık', 'kullanım', 'ücret', 'kes', 'puan', 'hafta', 'sonra', 'siz', 'geri', 'harca', 'puan', 'üstelik', 'puan', 'şey', 'oldukça', 'fazla', 'puan', 'gerek']","['kart aylık', 'ücret kes', 'aycell öde', 'aylık kullanım', 'öde']"
"['kadar', 'gerek', 'güvenlik', 'abartı', 'güncelle', 'i̇nternet', 'paket', 'yok', 'wifi', 'bağ', 'yine', 'kabul', 'gör', 'bin', 'lira', 'limit', 'hesap', 'zaten', 'şifre', 'gir', 'üst', 'bide', 'telefon', 'şifre', 'gir', 'sim', 'kart', 'bağlantı', 'ısrar', 'sil', 'git', 'aycell']","['yok wifi', 'wifi bağ', 'wifi', 'telefon şifre', 'kart bağlantı']"
"['kendi', 'numara', 'giriş', 'sim', 'kart', 'numara', 'ayni', 'fakat', 'yine', 'hata', 'saçmalık', 'git', 'biz', 'salak', 'yerine', 'koy', 'gerçekten', 'yazık', 'kul', 'haki', 'başka']","['hata saçmalık', 'kart numara', 'numara ayni', 'saçmalık git', 'yine hata']"
"['aycell', 'giriş', 'hata', 'uyarı', 'uzun', 'zaman', 'önce', 'gir', 'giriş', 'ekran', 'hata', 'web', 'site', 'giriş', 'yeni', 'üye', 'oluş', 'geçmiş', 'dönem', 'ait', 'harca', 'tutar', 'göster', 'aycell', 'puan', 'sil', 'sebep', 'hata', 'kaldır', 'defalarca', 'yükle', 'telefon', 'kapa', 'süre', 'kullan', 'böyle']","['hata uyarı', 'hata web', 'uyarı uzun', 'ekran hata', 'giriş hata']"
"['telefon', 'sim', 'kart', 'numara', 'ait', 'hal', 'ait', 'değil', 'uyarı', 'iki', 'gir', 'çalış', 'numara', 'girdi', 'mesaj', 'aynı', 'temo', 'ancak', 'aynı', 'uyarı', 'mağdur', 'durum', 'gir', 'çözüm', 'kavuşmasini', 'talep', 'yetkili', 'konu', 'açıkla', 'iste', 'düzenle', 'kadar', 'yıldız']","['aynı uyarı', 'uyarı mağdur', 'uyarı iki', 'girdi mesaj', 'uyarı']"
"['biraz', 'eksik', 'var', 'idare']","['biraz eksik', 'eksik var', 'biraz', 'eksik', 'var idare']"
