lemmas,onerilen_konular
"['unut', 'şifre', 'tekrar', 'aynı', 'şifre', 'sor', 'telefon', 'yönlen', 'hala', 'unut', 'şifre', 'işlem', 'çalış', 'sonra', 'tekrar', 'yönlen', 'saçma', 'yöntem', 'yok', 'unut', 'şifre', 'yenile', 'allah', 'aşk', 'yol', 'göster', 'doğru', 'program', 'yaz', 'bez']","['unut şifre', 'şifre tekrar', 'şifre işlem', 'şifre yenile', 'aynı şifre']"
"['dünya', 'kötü', 'banka', 'sistem', 'şifre', 'unut', 'mail', 'bile', 'doğrula', 'gerek', 'müşteri', 'hizmet', 'ara', 'zar', 'zor', 'konuş', 'ara', 'doğru', 'düzgün', 'yanıt', 'hiçbir', 'doğru', 'düzgün', 'onay', 'mesaj', 'gönder', 'hiçbir', 'şekil', 'geri', 'dönüş', 'bile', 'sıfır', 'yıldız', 'sıfır', 'yıldız', 'hak']","['şifre unut', 'sistem şifre', 'kötü banka', 'şifre', 'banka sistem']"
"['defalarca', 'yazı', 'şifre', 'sistem', 'kabl', 'sonra', 'bugün', 'hesap', 'gir', 'parola', 'yenile', 'eski', 'parola', 'kullan', 'iste', 'telefon', 'ilk', 'taksit', 'öde', 'hafta', 'ankara', 'kızılay', 'bulun', 'öde', 'nokta', 'sistem', 'çalış', 'söyle', 'hava', 'faiz', 'işle', 'iki', 'öde', 'öde', 'durum', 'kal', 'asla', 'turkcell', 'aracılığıyla', 'taksit', 'telefon', 'tavsiye', 'muzaffer']","['eski parola', 'şifre sistem', 'şifre', 'yazı şifre', 'parola yenile']"
"['iyi', 'arkadaş', 'davet', 'puan', 'güzel', 'değil']","['arkadaş davet', 'iyi arkadaş', 'arkadaş', 'güzel değil', 'davet puan']"
"['aycell', 'robot', 'kap', 'gerek']","['robot kap', 'robot', 'aycell robot', 'kap gerek', 'gerek']"
"['kart', 'kapattiniz', 'var', 'hak', 'var', 'kapa', 'lanet', 'öner']","['kart kapattiniz', 'kapattiniz var', 'kapattiniz', 'var kapa', 'hak var']"
"['eposta', 'şifre', 'yenile', 'müşteri', 'hizmet', 'yardımcı', 'hafta', 'acamadi']","['eposta şifre', 'şifre yenile', 'şifre', 'müşteri hizmet', 'yenile müşteri']"
"['kredi', 'kart', 'öde', 'alan', 'tam', 'öde', 'çalış', 'birden', 'kapa', 'para', 'aktar', 'sorun', 'çıkar', 'fatura', 'öde', 'boz']","['kredi kart', 'fatura öde', 'kredi', 'çıkar fatura', 'öde boz']"
"['aycell', 'şifre', 'giriş', 'son', 'güncelle', 'sonra', 'böyle', 'sonra', 'kart', 'fatura', 'öde', 'yapmıycam', 'sorun', 'büyük']","['kart fatura', 'öde yapmıycam', 'şifre giriş', 'sonra kart', 'şifre']"
"['berbat', 'yetkili', 'mesaj', 'kısım', 'yok', 'iade', 'işlem', 'para', 'geri', 'gondermuyo', 'öner']","['yetkili mesaj', 'berbat yetkili', 'para geri', 'yok iade', 'yok']"
"['nekadar', 'kötü', 'kart', 'çek', 'puan', 'gerek', 'arz']","['kötü kart', 'kart çek', 'çek puan', 'nekadar kötü', 'puan gerek']"
"['salla', 'kazan', 'ilk', 'puan', 'sonra', 'puan', 'düşür', 'şimdi', 'puan', 'düşür', 'iyi', 'kadar', 'rezil', 'düzenbaz', 'gör', 'turkcell', 'böyle', 'kesinlikle', 'destek']","['puan düşür', 'gör turkcell', 'turkcell böyle', 'sonra puan', 'şimdi puan']"
"['siz', 'birey', 'duzelticeniz', 'yok', 'dur', 'yönlen', 'yapiyo', 'iyi', 'sil', 'kendi', 'cozmus', 'sorun', 'kullanilcak', 'değil', 'artık']","['duzelticeniz yok', 'yok dur', 'birey duzelticeniz', 'kullanilcak değil', 'siz birey']"
"['kadar', 'boş', 'turkcell', 'böyle', 'artık', 'kaldır', 'gerek', 'avantaj', 'yok', 'şua', 'sil']","['avantaj yok', 'kadar boş', 'boş turkcell', 'artık kaldır', 'yok şua']"
"['banka', 'havale', 'basit', 'doğrula', 'gerçek', 'üst', 'üst', 'bird', 'havale', 'sonraseçenekler', 'ara', 'basit', 'doğrula', 'kaldır', 'kimlik', 'doğrula', 'git', 'dakika', 'selfie', 'çekil', 'kamera', 'bak', 'allah', 'bela', 'selfie', 'çek', 'dolandırıcı', 'başka', 'gayet', 'net', 'anlaş', 'kimse', 'tavsiye', 'kesinlikle', 'uzak', 'dur', 'gerek', 'sistem', 'şirket', 'rezillikcell']","['çek dolandırıcı', 'banka havale', 'dolandırıcı başka', 'çekil kamera', 'selfie çekil']"
"['sırf', 'yorum', 'üste', 'kısım', 'dursun', 'yıldız', 'böyle', 'rezalet', 'yok', 'para', 'gönder', 'rezil']","['dursun yıldız', 'yıldız böyle', 'yıldız', 'kısım dursun', 'yorum üste']"
"['tam', 'rezil', 'resmen', 'lira', 'para', 'ora', 'harca', 'bura', 'harca', 'gerek', 'sürekli', 'telefon', 'bildirim', 'söyle', 'rağmen', 'para', 'hala', 'kullan', 'üzeri', 'üzere', 'toplam', 'iki', 'sefer', 'para', 'çek', 'siz', 'yüz', 'fakat', 'karar', 'mert', 'var', 'rezil', 'hiçbir', 'benze']","['rağmen para', 'para çek', 'sefer para', 'söyle rağmen', 'hala kullan']"
"['istek', 'düzenle', 'bilgi', 'organize', 'eksik', 'var']","['organize eksik', 'bilgi organize', 'düzenle bilgi', 'eksik', 'bilgi']"
"['kadar', 'kötü', 'gör', 'tek', 'kelime', 'berbat', 'turkcell', 'çalış', 'kullan', 'şikayet', 'bık', 'müşteri', 'temsilci', 'ara', 'hiçbir', 'işlem', 'kadar', 'gerek', 'gör', 'gerçekten', 'turkcell', 'kök', 'kurum', 'firma', 'ayıp', 'nitelen', 'sadece']","['firma ayıp', 'gerçekten turkcell', 'şikayet bık', 'turkcell çalış', 'turkcell']"
"['cüzdan', 'kısım', 'mayıs', 'beri', 'kart', 'gör', 'halbuki', 'som', 'işlem', 'iade', 'böyle', 'imkan', 'evvela', 'aycell', 'aynen', 'iadeiptal', 'öde', 'kart', 'yeni', 'yüklem', 'say', 'yüz', 'aylık', 'limit', 'takıl', 'düşün', 'nisan', 'yükle', 'geç', 'nihayet', 'sonuncu', 'yer', 'mayıs', 'kart', 'hala', 'göster', 'ayrı', 'acaiblik', 'nisan', 'lifebox', 'ücret', 'kes', 'biz', 'kullan', 'yok']","['mayıs kart', 'kart hala', 'cüzdan kısım', 'kart yeni', 'lifebox ücret']"
"['bukart', 'şok', 'gerek', 'kart', 'hesap', 'çalış', 'sanalkart', 'para', 'yazık', 'birdaha', 'hata', 'kart', 'almina']","['hata kart', 'kart hesap', 'gerek kart', 'şok gerek', 'bukart şok']"
"['hesap', 'giriş', 'böyle', 'sorun', 'çöz', 'ekip']","['çöz ekip', 'hesap giriş', 'ekip', 'hesap', 'sorun çöz']"
"['allah', 'aşk', 'para', 'çek', 'öde', 'önce', 'böyle', 'değil']","['aşk para', 'para çek', 'allah aşk', 'böyle değil', 'çek öde']"
"['aycell', 'kart', 'sanal', 'mastercard', 'oluş', 'fatura', 'ekle', 'kök', 'kuruluş', 'tarafından', 'reddet', 'hata', 'google', 'yardım', 'lazım']","['mastercard oluş', 'mastercard', 'hata google', 'sanal mastercard', 'google yardım']"
"['böyle', 'berbat', 'gör', 'canlı', 'destek', 'temsilci', 'şekil', 'yardımcı', 'baştan', 'sav', 'laf', 'konuş', 'operatör', 'değiş', 'böyle', 'rezil', 'gör']","['operatör değiş', 'konuş operatör', 'temsilci', 'temsilci şekil', 'böyle rezil']"
"['rezalet', 'giriş', 'hesap', 'don', 'şifre', 'yenile', 'mail']","['şifre yenile', 'yenile mail', 'giriş hesap', 'mail', 'şifre']"
"['kampanya', 'salla', 'puan', 'topla', 'yıl', 'hafta', 'puan', 'veri', 'bidahaki', 'hafta', 'puan', 'git', 'zan', 'biraz', 'fazla', 'puan', 'yad', 'bırak', 'puan', 'birik', 'böyle', 'biraz', 'böyle', 'devam', 'kullan', 'bırak', 'haber', 'ayıp', 'madem', 'böyle', 'hapis', 'salla', 'topla', 'kökten', 'kaldır', 'yav']","['kampanya salla', 'biraz fazla', 'kampanya', 'bırak puan', 'hafta puan']"
"['kötü', 'sakın', 'yükle', 'para', 'yatır', 'öde', 'öner']","['para yatır', 'öde öner', 'öde', 'yatır öde', 'kötü sakın']"
"['kadar', 'kar', 'kira', 'adem', 'gerek', 'söyle']","['kar kira', 'adem gerek', 'kadar kar', 'gerek söyle', 'gerek']"
"['düzgün', 'para', 'gönder', 'gönder', 'başar', 'para', 'hesap', 'yansı', 'yarım', 'saat', 'sür', 'alışveriş', 'sistem', 'doğrula', 'ses', 'gönder', 'gözük', 'ses', 'ulaş', 'salla', 'topla', 'kampanya', 'desen', 'hafta', 'var', 'hafta', 'yok', 'puan', 'puan', 'süre', 'hafta', 'dol', 'doğru', 'düzgün', 'birey', 'yarar', 'çağ', 'dış', 'sırf', 'bedava', 'i̇nternet', 'alaca', 'kullan', 'gerek', 'yok', 'böyle', 'sistem', 'başarı', 'mahkum']","['para gönder', 'düzgün para', 'hesap yansı', 'alışveriş sistem', 'başar para']"
"['para', 'gönderim', 'saçma', 'çağ', 'öte', 'sistem', 'çalış', 'saçma', 'sapan', 'hata', 'i̇nternet', 'uğraş', 'değil', 'ruh', 'sinir', 'sağlık', 'boz', 'öner']","['ruh sinir', 'sağlık boz', 'saçma çağ', 'öte sistem', 'sinir sağlık']"
"['kötü', 'keşke', 'yıldız']","['keşke yıldız', 'yıldız', 'kötü keşke', 'keşke', 'kötü']"
"['gerek', 'sadece', 'para', 'yükle', 'puan', 'hafta', 'salla', 'kazan', 'sadece', 'puan', 'oda', 'gün', 'sonra', 'git', 'bedava', 'i̇nternet', 'yüklicekseniz', 'yükle', 'eskiden', 'puan', 'günlük']","['sadece para', 'nternet yüklicekseniz', 'para yükle', 'git bedava', 'puan hafta']"
"['karşı', 'açık', 'olucak', 'kötü', 'kart', 'ekle', 'iste', 'ekle', 'sürü', 'sorun', 'çıkar', 'doğrul', 'gir', 'bile']","['kötü kart', 'olucak kötü', 'sorun çıkar', 'sürü sorun', 'kart ekle']"
"['para', 'kes', 'bil', 'şifre', 'yenile', 'mai', 'yolla', 'gerçekten', 'pes', 'rezil']","['şifre yenile', 'bil şifre', 'şifre', 'yolla gerçekten', 'yenile']"
"['hayat', 'saçma', 'böyle', 'özellik', 'sahip', 'gör', 'kardeş', 'şifre', 'unut', 'bak', 'unut', 'anla', 'hecele', 'yaz', 'şifre', 'unut', 'sonra', 'yardım', 'şifre', 'unut', 'buton', 'tıkla', 'iyi', 'hoş', 'bura', 'kadar', 'mail', 'gönder', 'iyi', 'hoca', 'gönder', 'mail', 'link', 'bas', 'şifre', 'yenile', 'şifre', 'iste', 'unut', 'şifre', 'bil', 'şifre', 'bil', 'unut', 'link', 'iste', 'rezalet']","['unut şifre', 'şifre unut', 'şifre bil', 'bil şifre', 'şifre iste']"
"['herşey', 'iyi', 'fakat', 'şifre', 'unut', 'güvenlik', 'sebep', 'hesap', 'don', 'lütfen', 'yardım']","['şifre unut', 'fakat şifre', 'şifre', 'unut güvenlik', 'güvenlik sebep']"
"['kimlik', 'doğrula', 'kısım', 'problem', 'var', 'kimlik', 'oku', 'irtibat', 'numara', 'yok', 'sorun', 'bil', 'muhatap', 'yok', 'acilen', 'düzel', 'lazım', 'zaman', 'kadar', 'yıldız', 'turkcell', 'yakış']","['numara yok', 'kimlik doğrula', 'yıldız turkcell', 'var kimlik', 'kimlik oku']"
"['dijital', 'kod', 'hesap', 'para', 'fatura', 'yansı', 'fatura', 'hesap', 'para', 'yarar', 'kafa', 'üzeri', 'kimlik', 'doğrula', 'tam', 'para', 'çek', 'yok', 'düzel', 'lazım', 'diğer', 'banka']","['fatura hesap', 'fatura yansı', 'yansı fatura', 'kod hesap', 'diğer banka']"
"['kardeş', 'telefon', 'ekran', 'kırık', 'dokunmatik', 'bozuk', 'telefon', 'arayüz', 'bile', 'gör', 'fark', 'cihaz', 'geç', 'aycell', 'yükle', 'eski', 'cihaz', 'bozuk', 'belir', 'rağmen', 'onay', 'iste', 'kafa', 'onay', 'gerek', 'ilahi', 'güç', 'yol', 'ses', 'var', 'böyle', 'gerek', 'saçma', 'sapan', 'şey', 'kullan']","['bozuk telefon', 'cihaz bozuk', 'cihaz geç', 'telefon ekran', 'eski cihaz']"
"['böyle', 'gör', 'şifre', 'unut', 'tıkla', 'şifre', 'değiş', 'şifre', 'gir', 'böyle']","['şifre gir', 'tıkla şifre', 'gör şifre', 'değiş şifre', 'şifre']"
"['hesap', 'şifre', 'neden', 'don', 'müşteri', 'hizmet', 'ara', 'yardımcı', 'aycell', 'şifre', 'gir', 'yazık', 'koskoca', 'turkcell', 'aycell', 'iyi', 'çöp', 'müşteri', 'değer', 'kısa', 'zaman', 'turkcell', 'cikicam', 'siz', 'yıldız', 'bile', 'neyse']","['şifre neden', 'şifre gir', 'aycell şifre', 'turkcell aycell', 'müşteri değer']"
"['şifre', 'yenile', 'dahil', 'hiçbir', 'mail', 'gönder', 'kutu']","['hiçbir mail', 'mail', 'mail gönder', 'şifre yenile', 'gönder kutu']"
"['aktif', 'kullan', 'fazla', 'problem', 'yaşa', 'mesele', 'şua', 'şifre', 'yenile', 'sürekli', 'şifre', 'yenile', 'ekran', 'giriş', 'müşteri', 'temsilci', 'bağla', 'zaten', 'imkan', 'git', 'kötü', 'lütfen', 'toparla']","['şifre yenile', 'sürekli şifre', 'şifre', 'şua şifre', 'giriş müşteri']"
"['sırf', 'üst', 'gözük', 'beş', 'yıldız', 'veriyorumuygulama', 'rezalet', 'youtube', 'bak', 'normal', 'kart', 'kismina', 'gir', 'kart', 'eklebutonu', 'çık', 'lazım', 'çıkmıyorbaska', 'biryer', 'ekle', 'bak', 'yoksoktan', 'kart', 'ekleyemiyorumyardimci', 'sevin', 'lütfen']","['yoksoktan kart', 'kart ekleyemiyorumyardimci', 'gir kart', 'beş yıldız', 'normal kart']"
"['şifre', 'yenile', 'hane', 'var', 'şifre', 'giriş', 'hane', 'gir', 'iste', 'insan', 'alay', 'zaman', 'i̇nternet', 'kaydi', 'aşağı']","['şifre yenile', 'şifre giriş', 'var şifre', 'şifre', 'kaydi aşağı']"
"['şifre', 'unut', 'şifre', 'sıfırla', 'link', 'gir', 'eski', 'şifre', 'sor', 'böyle', 'saçmalık', 'ilk', 'gör', 'zaten', 'unut', 'sıfırla', 'iste', 'şaka', 'koskoca', 'turkcell', 'bak', 'şifre', 'unut', 'sıfırla', 'rezil']","['şifre sıfırla', 'unut şifre', 'şifre unut', 'unut sıfırla', 'sıfırla iste']"
"['uzun', 'zaman', 'kullan', 'baş', 'iyi', 'kampanya', 'doğru', 'trendyol', 'kampanya', 'katıl', 'vaat', 'gerçek', 'kart', 'para', 'rağmen', 'trendyol', 'sipariş', 'onayla', 'bakiye', 'yetersiz', 'yazık', 'bide', 'terk', 'bağ', 'yazık']","['trendyol kampanya', 'para rağmen', 'rağmen trendyol', 'iyi kampanya', 'kampanya doğru']"
"['yorum', 'siz', 'istek', 'düzenle', 'bela', 'bulun', 'salak', 'herif', 'mesaj', 'gönder', 'artık']","['yorum siz', 'mesaj gönder', 'yorum', 'herif mesaj', 'gönder artık']"
"['emek', 'saygı', 'şey', 'önce', 'insan', 'ahlak', 'aycell', 'fayda', 'gör', 'son', 'zaman', 'kampanya', 'epey', 'azal', 'çoğu', 'oyun', 'geçerli', 'iade', 'oysaki', 'oyun', 'takip', 'bağımlı', 'yok', 'marketeczaneeticaret', 'harca', 'iade', 'lazım', 'ayrıca', 'puan', 'alım', 'stok', 'çoğu', 'dolu', 'puan', 'oldukça', 'sınırsız', 'öneri', 'dikkat', 'düşün']","['insan ahlak', 'marketeczaneeticaret harca', 'azal çoğu', 'çoğu oyun', 'kampanya epey']"
"['puan', 'kas', 'uğraş', 'i̇nternet', 'lazım', 'hafta', 'kal', 'çık', 'sonra', 'hafta', 'tekrar']","['sonra hafta', 'lazım hafta', 'hafta tekrar', 'hafta kal', 'hafta']"
"['anla', 'yan', 'kadar', 'veri', 'harca', 'fazla', 'veri', 'harca', 'iste', 'iyi']","['fazla veri', 'kadar veri', 'veri harca', 'fazla', 'harca fazla']"
"['evet', 'eskiden', 'aycell', 'kullan', 'hat', 'değiş', 'şimdi', 'hesap', 'bloke', 'numara', 'ara', 'hesap', 'söyle', 'numara', 'ara', 'hesap', 'şifre', 'son', 'kullan', 'tarih', 'geç', 'gir', 'yenile', 'fakat', 'gir', 'canlı', 'destek', 'bağla', 'iste', 'yine', 'şifre', 'iste', 'yine', 'aynı', 'muhabbet', 'asla', 'ulaş']","['hesap şifre', 'yine şifre', 'şifre', 'şifre iste', 'şifre son']"
"['aycell', 'ilgili', 'bağlantı', 'hal', 'turkcell', 'fatura', 'yansı', 'işlem', 'müşteri', 'hizmet', 'ara', 'biz', 'yok', 'böyle', 'gör', 'şikayet', 'kim', 'ilet', 'kısa', 'süre', 'dönüş', 'sağla', 'memnun', 'saygı']","['müşteri hizmet', 'işlem müşteri', 'müşteri', 'turkcell fatura', 'gör şikayet']"
"['aycell', 'hesap', 'bin', 'nakit', 'yükle', 'hiçbir', 'sebep', 'yok', 'kart', 'bloke', 'koy', 'müşteri', 'hizmet', 'ara', 'aciliyet', 'dil', 'getir', 'rağmen', 'hala', 'dönüş']","['yok kart', 'koy müşteri', 'müşteri', 'müşteri hizmet', 'yükle hiçbir']"
"['abe', 'asla', 'sakın', 'kart', 'bak', 'kampanya', 'geri', 'iade', 'hediye', 'kart', 'boş', 'tam', 'para', 'kes', 'iyi', 'değil']","['sakın kart', 'kart boş', 'hediye kart', 'iade hediye', 'kampanya geri']"
"['salla', 'topla', 'kazan', 'hediye', 'puan', 'asla', 'tanımla', 'sadece', 'göster', 'kal', 'böyle', 'şey', 'acilen', 'düzel', 'gerek', 'yok', 'salla', 'topla', 'anlam', 'kal', 'boşuna', 'biz', 'kan']","['kazan hediye', 'hediye puan', 'tanımla sadece', 'topla anlam', 'hediye']"
"['böyle', 'rezil', 'gör', 'kart', 'para', 'rağmen', 'işlem', 'sonra', 'dene', 'kafa', 'kal']","['para rağmen', 'sonra dene', 'rağmen işlem', 'işlem sonra', 'dene kafa']"
"['hazır', 'limit', 'koy', 'faiz', 'para', 'satiyoradima', 'kayin', 'başka', 'hatta', 'giriş', 'engelle', 'faiz', 'para', 'kullandirmiyor', 'master', 'hizmet', 'vervat', 'biri', 'obur', 'tut', 'para', 'bubka', 'kal', 'alan', 'kadar', 'mail', 'hergün', 'mesaj', 'sunu', 'getir', 'suka', 'puan', 'yalan', 'dolanpaparadan', 'sasmayin']","['engelle faiz', 'faiz para', 'koy faiz', 'para kullandirmiyor', 'kadar mail']"
"['kesi̇nli̇kle', 'kullan', 'hesap', 'para', 'yükle', 'ancak', 'hesap', 'görün', 'müşteri', 'hizmet', 'görüş', 'düzel', 'gün', 'sür', 'hesap', 'yükle', 'eri', 'hesap', 'geçmiş', 'küsür', 'lira', 'kart', 'aidat', 'kes', 'içeri', 'para', 'turkcell', 'fatura', 'öde', 'iste', 'kendi', 'fatura', 'öde', 'dahi', 'kesinti', 'rezil', 'çöp', 'gerek', 'soyguncu']","['fatura öde', 'öde dahi', 'içeri para', 'öde iste', 'kendi fatura']"
"['kimlik', 'dogruliyamiyorum', 'sinir', 'kaldır', 'kaldirilmiyor', 'rezillikbirde', 'üzeri', 'fatura', 'para', 'sim', 'kart', 'evet', 'değiş', 'telefon', 'kullan', 'yine', 'aynı', 'kişi', 'siz', 'ispat', 'gerek', 'sim', 'kart', 'değişik', 'para', 'şaka', 'hala', 'şifre', 'gondermiyorsunda', 'alarm', 'ediyorsunuzlanet', 'siz', 'hırsız', 'kolay', 'sağla', 'doğru', 'insan', 'ugrastirirsiniz']","['siz hırsız', 'şifre gondermiyorsunda', 'insan ugrastirirsiniz', 'alarm ediyorsunuzlanet', 'hala şifre']"
"['hesap', 'don', 'şifre', 'yenile', 'müşteri', 'hizmet', 'ara', 'yardımcı', 'zaten', 'gmail', 'yenile', 'ara', 'ilgilen', 'müşteri']","['müşteri hizmet', 'zaten gmail', 'yenile müşteri', 'gmail', 'ilgilen müşteri']"
"['aycell', 'cüzdan', 'kullan', 'kredi', 'sakın', 'borç', 'falan', 'çıkart', 'mahkeme', 'hukuki', 'hak', 'kullan', 'göre', 'bird', 'limit', 'koy', 'para', 'tam', 'komediresmen', 'insan', 'alay']","['komediresmen insan', 'tam komediresmen', 'komediresmen', 'çıkart mahkeme', 'mahkeme hukuki']"
"['aycell', 'hediye', 'puan', 'sürekli', 'eksil', 'harca', 'rağmen', 'lazım']","['hediye puan', 'aycell hediye', 'hediye', 'puan sürekli', 'sürekli eksil']"
"['telefon', 'mesaj', 'şifre', 'yenile', 'kadar', 'puan', 'siz', 'kazan', 'siz', 'insan', 'yerine', 'koy', 'inan', 'sonra', 'yok', 'bura', 'ara', 'yok', 'hesap', 'don', 'siz', 'güzel', 'küfür', 'beddua', 'şikayet', 'başka', 'yara', 'sınır']","['sonra yok', 'puan siz', 'yenile kadar', 'siz insan', 'ara yok']"
"['tavsiye', 'yerine', 'papara', 'tos', 'kullan', 'iyi']","['tavsiye yerine', 'tos kullan', 'tavsiye', 'kullan iyi', 'papara tos']"
"['şifre', 'unut', 'tekrar', 'turkcell', 'şube', 'git', 'gerek', 'hayat', 'böyle', 'saçma', 'gör']","['şifre unut', 'unut tekrar', 'tekrar turkcell', 'saçma gör', 'böyle saçma']"
"['böyle', 'yok', 'şifre', 'unut', 'eposta', 'kaybet', 'eposta', 'değiş', 'numara', 'ara', 'ara', 'şifre', 'gir', 'zaten', 'şifre', 'unut', 'gir', 'rezalet']","['şifre unut', 'yok şifre', 'ara şifre', 'zaten şifre', 'şifre gir']"
"['aycell', 'hesap', 'kur', 'posta', 'yanlış', 'gir', 'yüz', 'şifre', 'yenile', 'başka', 'posta', 'git', 'aycell', 'ara', 'şifre', 'iste', 'zaten', 'şifre', 'siz', 'arı', 'yardımcı', 'çözüm', 'bulun', 'gerek', 'güvenlik', 'açı', 'güven', 'değil', 'şifre', 'posta', 'gelecek', 'telefon', 'gerek', 'yardımcı', 'lütfen']","['şifre posta', 'ara şifre', 'şifre', 'şifre yenile', 'şifre iste']"
"['yıldız', 'dahi', 'hak', 'ilk', 'baş', 'iyi', 'fakat', 'sonradan', 'boz', 'hesap', 'giriş', 'yaptğımdada', 'para', 'aktar', 'kısım', 'hesap', 'para', 'aktar', 'sene', 'turkcell', 'müşteri', 'sim', 'kart', 'yeni', 'uyarı', 'dur', 'yanıt', 'karşı', 'cevaben', 'çöz', 'kardeş', 'turkcell', 'kadar', 'rum', 'eposta', 'var', 'hepsi', 'dene', 'söz', 'ülke', 'iyi', 'çek', 'mobil', 'firma', 'kadar', 'basit', 'olay', 'dahi', 'çöz']","['turkcell müşteri', 'para aktar', 'yaptğımdada para', 'turkcell kadar', 'hesap para']"
"['ömür', 'hayat', 'böyle', 'mal', 'görmedimşifremi', 'unut', 'maile', 'sifirlama', 'link', 'geliyogelen', 'link', 'paycel', 'şifre', 'istiyobilsem', 'zaten', 'sifirlamaya', 'calişmambu', 'rezil']","['şifre istiyobilsem', 'istiyobilsem zaten', 'paycel şifre', 'unut maile', 'sifirlamaya calişmambu']"
"['müşteri', 'hizmet', 'baglatmiyor', 'eski', 'posta', 'üzeri', 'hesap', 'sil', 'tekrar', 'gerek', 'kimse', 'yardımcı']","['eski posta', 'posta üzeri', 'hizmet baglatmiyor', 'müşteri hizmet', 'baglatmiyor eski']"
"['ora', 'fatura', 'kredi', 'koy', 'kullan', 'wiki', 'kapa', 'gyo', 'kapa', 'algıla', 'tekrar', 'sor']","['fatura kredi', 'kredi koy', 'kredi', 'ora fatura', 'kullan wiki']"
"['pek', 'yara', 'gerek']","['yara gerek', 'yara', 'pek yara', 'gerek', 'pek']"
"['gör', 'kötü', 'kart', 'herşey', 'çöp', 'git', 'papara', 'iyi']","['kötü kart', 'kart herşey', 'çöp git', 'papara iyi', 'git papara']"
"['son', 'güncelle', 'sonra', 'sürekli', 'kapa', 'kimlik', 'doğrula', 'maalesef', 'son', 'aşama', 'sorun', 'çıkar', 'kimlik', 'doğrula', 'işlem', 'başarı', 'uyarı']","['başarı uyarı', 'kapa kimlik', 'kimlik doğrula', 'çıkar kimlik', 'maalesef son']"
"['doğrula', 'hata', 'kullan', 'haber', 'kart', 'aidat', 'çek', 'gör', 'güncel', 'bakiye', 'gör', 'çık', 'tekrar', 'gir', 'gerek', 'zaten', 'menü', 'gez', 'ayrı', 'işkence', 'yarım', 'saat', 'logos', 'seyret', 'dur', 'para', 'gönder', 'çarşı', 'çık', 'gez', 'dolaş', 'saat', 'sonra', 'hesap', 'geç', 'çocuk', 'yaz', 'düzgün', 'akp', 'kısaç', 'sinir', 'harbi', 'iste', 'kanser', 'iste', 'kullan', 'bakiye', 'kurtar', 'defet', 'gidi', 'çöp', 'hata', 'zaten', 'firma']","['hesap geç', 'gidi çöp', 'sonra hesap', 'çarşı çık', 'çöp hata']"
"['sağla', 'avantaj', 'fazla', 'fakat', 'kimlik', 'doğrula', 'avantaj', 'yok', 'online', 'kimlik', 'doğrula', 'sistem', 'maalesef', 'sorun', 'son', 'video', 'çek', 'aşama', 'türlü', 'geç', 'hata', 'sonra', 'güncelle', 'soru', 'çöz', 'konu', 'destek', 'bekle']","['online kimlik', 'kimlik doğrula', 'fakat kimlik', 'sorun son', 'kimlik']"
"['böyle', 'haram', 'hayat', 'gör', 'puan', 'var', 'hepsi', 'mahsus', 'sil', 'puan', 'acil', 'iste']","['hepsi mahsus', 'böyle haram', 'var hepsi', 'hepsi', 'haram hayat']"
"['şifre', 'hata', 'dolayı', 'hesap', 'askı', 'link', 'şifre', 'yen', 'çalış', 'hata', 'muhatap', 'yok', 'yardımcı', 'şifre', 'yenile', 'mesaj', 'tıkla', 'cep', 'telefon', 'doğrula', 'ekran', 'yönlen', 'doğrula', 'kod']","['şifre hata', 'yardımcı şifre', 'şifre yenile', 'mesaj tıkla', 'şifre']"
"['gerek', 'para', 'i̇nternet', 'bile', 'yükle', 'şikayet', 'edebilcegim', 'herhangi', 'sayfa', 'yok', 'arman', 'dış']","['sayfa yok', 'yok arman', 'bile yükle', 'edebilcegim herhangi', 'herhangi sayfa']"
"['arkadaş', 'davet', 'kod', 'gönder', 'geçersiz', 'yeni', 'kod', 'gönder', 'iste', 'zaten', 'aycell', 'böyle', 'saçma', 'sık', 'gör', 'kimlik', 'doğrula', 'tamamen', 'kan', 'hediye', 'puan', 'bula', 'birik', 'bekle', 'gün', 'sil']","['kan hediye', 'kod gönder', 'gönder geçersiz', 'davet kod', 'yeni kod']"
"['inan', 'kötü', 'böyle', 'hesap', 'doğruluyacagim', 'kart', 'oku', 'düzel', 'para', 'yad']","['doğruluyacagim kart', 'hesap doğruluyacagim', 'düzel para', 'kart oku', 'böyle hesap']"
"['birey', 'eksik', 'muhtemelen', 'sanal', 'aycell', 'kullan', 'herşey', 'normal', 'gayet', 'iyi']","['herşey normal', 'muhtemelen sanal', 'gayet iyi', 'eksik muhtemelen', 'iyi']"
"['paycall', 'son', 'getir', 'güncelle', 'berbat', 'böyle', 'git', 'kimse', 'kullanmıycak', 'hesap', 'giriş', 'ney', 'yardımcı', 'bide', 'yardımcı', 'sevin']","['hesap giriş', 'getir güncelle', 'güncelle berbat', 'kullanmıycak hesap', 'kullanmıycak']"
